exchange,instrument_token,tradingsymbol
NSE,1906689,KSBPUMPS-BE
NSE,3833601,KSCL-BL
NSE,3832833,KSCL
NSE,4836353,KSL-BE
NSE,3213313,KTKBANK-BL
NSE,2061825,KTKBANK
NSE,2940673,KRIDHANINF-BL
NSE,1777153,KRONECOMM-BE
NSE,3706369,KSOILS-BL
NSE,3705601,KSOILS
NSE,4582401,KWALITY-BL
NSE,6387457,L&TFH-BL
NSE,6386689,L&TFH
NSE,5772033,L&TINFRA-N5
NSE,1908225,LAKHNNATNL-BE
NSE,503553,LAKSHMILL
NSE,2467585,LAKSHVILAS-BE
NSE,2991361,LALPATHLAB-BL
NSE,2983425,LALPATHLAB
NSE,1641217,LAMBODHARA-BL
NSE,2497025,LANCOIND-BE
NSE,505089,LANCOIND
NSE,4582657,KWALITY-BE
NSE,2026497,LFIC-BE
NSE,4955905,LIBAS-SM
NSE,2969345,LINCOLN-BL
NSE,2399489,LIBERTSHOE-BE
NSE,3214593,LIBERTSHOE-BL
NSE,1326593,LICHSGFIN-BE
NSE,3214849,LICHSGFIN-BL
NSE,511233,LICHSGFIN
NSE,1552129,LICNETFGSC-BL
NSE,3898625,LICNFNHGP
NSE,2969601,LINCOLN-BE
NSE,1780225,LINCPEN-BL
NSE,1779457,LINCPEN
NSE,3692289,LAOPALA
NSE,3528961,LITL-BE
NSE,1362945,LLOYDFIN-BE
NSE,512769,LLOYDFIN
NSE,2154241,LLOYDMETAL-BE
NSE,1801473,LML-BE
NSE,3440385,LOKESHMACH-BE
NSE,3440641,LOKESHMACH-BL
NSE,3439617,LOKESHMACH
NSE,4303617,LOTUSEYE-BE
NSE,4303361,LOTUSEYE-BL
NSE,4302593,LOTUSEYE
NSE,2897665,LICNETFN50
NSE,2929665,LICNETFSEN-BL
NSE,2928897,LICNETFSEN
NSE,416513,LINDEINDIA
NSE,3339521,LIQUIDBEES-BL
NSE,5739009,LOVABLE-BL
NSE,4558081,LSIL-BE
NSE,4557825,LSIL-BL
NSE,4557057,LSIL
NSE,3215873,LT-BL
NSE,4568321,LTI-BL
NSE,4695553,LUMAXAUTO-BZ
NSE,3216641,LUPIN-BL
NSE,5739265,LOVABLE-BE
NSE,3605761,JINDALPOLY-BE
NSE,3443201,KELLTONTEC-BE
NSE,1064193,KEYCORPSER
NSE,5407489,KICL-BE
NSE,481281,KINETICENG
NSE,3706625,KSOILS-BE
NSE,5327873,L&TINFRA-N3
NSE,2939649,LT
NSE,2893057,LUXIND
NSE,2262273,LYCOS-BL
NSE,2261249,LYCOS
NSE,3216897,LYKALABS-BL
NSE,8055809,LYPSAGEMS
NSE,1310209,M&M-BE
NSE,519937,M&M
NSE,3401473,M&MFIN-BL
NSE,3400961,M&MFIN
NSE,5131777,M&MFIN-N1
NSE,5132289,M&MFIN-N2
NSE,5484289,M100
NSE,88577,TIINDIA-BE
NSE,87809,TIINDIA-BL
NSE,79873,TIINDIA
NSE,3499777,MADHUCON
NSE,5477121,MAGADSUGAR-BL
NSE,3844353,MAANALU
NSE,2085633,MADRASALMN-BE
NSE,522241,MADRASALMN
NSE,3218177,MADRASFERT-BL
NSE,1257217,MADRASFERT
NSE,1384705,MADURACOAT-BE
NSE,2250241,MAFATLAFIN-BE
NSE,526081,MAFATLAFIN
NSE,2328065,MAFATLAIND-BE
NSE,526849,MAFATLAIND
NSE,5476353,MAGADSUGAR
NSE,2919937,MAGMA-BE
NSE,3218433,MAGMA-BL
NSE,3879425,MADHAV-BL
NSE,1667073,MADRASFERT-BE
NSE,180737,MADURACOAT
NSE,3829761,MAGNUM-BL
NSE,3828993,MAGNUM
NSE,3218689,MAHABANK-BL
NSE,2912513,MAHABANK
NSE,2221825,MAHAPEXLTD-BE
NSE,4487681,MAHASTEEL-BL
NSE,3844609,MAANALU-BE
NSE,3845121,MAANALU-BL
NSE,3878657,MADHAV
NSE,3499265,MADHUCON-BL
NSE,2060801,MAHLIFE
NSE,533761,MAHSCOOTER
NSE,534529,MAHSEAMLES
NSE,3824897,MAHINDCIE-BE
NSE,6282753,MAITHANALL-BE
NSE,6281729,MAITHANALL
NSE,3824641,MAHINDCIE-BL
NSE,3823873,MAHINDCIE
NSE,2064897,MAHLIFE-BE
NSE,3171329,MAHLIFE-BL
NSE,2104065,MAJESAUTO-BE
NSE,536065,MAJESAUTO
NSE,2640385,MAJESCO-BE
NSE,2639361,MAJESCO
NSE,3418881,MALUPAPER-BE
NSE,1915137,MANAKSTEEL-BL
NSE,1910529,MANAKSTEEL
NSE,3219969,MALWACOTT-BL
NSE,536833,MALWACOTT
NSE,3891713,MANAKSIA-BL
NSE,1915393,MANAKSTEEL-BE
NSE,5005057,MANDHANA-BZ
NSE,4832513,MANDHANA
NSE,1901057,MANAKALUCO-BL
NSE,3532801,MANALIPETC-BL
NSE,1460737,MANAPPURAM-NM
NSE,4833537,MANDHANA-BE
NSE,4833281,MANDHANA-BL
NSE,3025921,MANGALAM-BE
NSE,3220481,MANGALAM-BL
NSE,3025153,MANGALAM
NSE,3418113,MALUPAPER
NSE,2003201,MALWACOTT-BE
NSE,1899521,MANAKALUCO
NSE,1898753,MANAKCOAT-BE
NSE,3891969,MANAKSIA-BE
NSE,3842817,MANGCHEFER-BE
NSE,3615489,MARUTI-BE
NSE,3841793,MANGCHEFER
NSE,2275585,MANGTIMBER-BE
NSE,539905,MANGTIMBER
NSE,2560513,MANPASAND
NSE,3221505,MARALOVER-BL
NSE,3221761,MARICO-BL
NSE,1041153,MARICO
NSE,2708225,MARKSANS
NSE,3222273,MARUTI-BL
NSE,2815745,MARUTI
NSE,4795137,MASKINVEST-BE
NSE,3221249,MANINDS-BL
NSE,3042305,MANINDS
NSE,2247425,MEP-BE
NSE,2247169,MEP-BL
NSE,1782017,MENONBE
NSE,1341185,MAHAPEXLTD
NSE,3471105,VALECHAENG-BE
NSE,5602817,RKEC-SM
NSE,159745,ICEMAKE-SM
NSE,4836609,KSL-BL
NSE,3438081,KELLTONTEC
NSE,5529345,SERVOTECH-SM
NSE,5456385,DYNPRO
NSE,5459201,AGLSL
NSE,5460993,BHAGYAPROP
NSE,5463809,STEELXIND-BE
NSE,1025,21STCENMGM
NSE,3038977,63MOONS-BE
NSE,5352705,A2ZINFRA-BL
NSE,3526401,AARVEEDEN-BE
NSE,3118337,ABB-BL
NSE,3694849,ABHISHEK-BE
NSE,4415745,ABMINTLTD
NSE,1200641,ACC-BE
NSE,3118849,ACC-BL
NSE,1997057,SCHAEFFLER-BE
NSE,3164929,SCHAEFFLER-BL
NSE,5633,ACC
NSE,258817,SCHAEFFLER
NSE,165889,SHRADHA-SM
NSE,4332545,20MICRONS-BL
NSE,5431553,ACCORD-SM
NSE,165121,DNAMEDIA-BE
NSE,164865,DNAMEDIA-BL
NSE,164097,DNAMEDIA
NSE,5460225,AGLSL-BE
NSE,5166337,AKSHARCHEM-BL
NSE,4418305,ALBERTDAVD-BL
NSE,2753281,APTECHT
NSE,20225,ALEMBICLTD
NSE,1148673,ALKYLAMINE
NSE,3456257,ALLCARGO
NSE,3122945,AMAR-BL
NSE,27137,AMBASARABH
NSE,4641281,AQUA
NSE,2942977,AMBICAAGAR
NSE,4264961,ANIKINDS-BL
NSE,3555329,ARIHANT-BL
NSE,1964033,ADLABS
NSE,3775745,ADVANIHOTR-BE
NSE,2296321,AEGISCHEM-BE
NSE,2183937,AFTEK
NSE,867585,AGARIND
NSE,4566273,AHLUCONT-BE
NSE,3121153,AKSHOPTFBR-BL
NSE,2199297,AKSHOPTFBR
NSE,375553,AKZOINDIA
NSE,3123201,AMBICAAGAR-BL
NSE,3900929,AMBIKCO-BE
NSE,3179521,AMBUJACEM-BL
NSE,4491521,AMRUTANJAN-BL
NSE,5227265,ANDHRACEMT
NSE,34049,ANDHRAPET
NSE,7535105,ANKITMETAL-BE
NSE,3372033,ANSALAPI-BL
NSE,37889,ANSALAPI
NSE,3124481,ANTGRAPHIC-BL
NSE,2942209,APARINDS-BE
NSE,5236737,APCL-BL
NSE,1995265,APOLLOHOSP-BE
NSE,40193,APOLLOHOSP
NSE,1460225,APPLECREDT-BE
NSE,1278977,APPLEIND-BE
NSE,3602945,APTECHT-BE
NSE,4642049,AQUA-BL
NSE,1638401,ARCHIES-BE
NSE,1456129,ARCHIES
NSE,644097,ARCOTECH-BL
NSE,3554561,ARIHANT
NSE,3793153,ADSL-BE
NSE,4619009,ADVENZYMES-BE
NSE,2183425,AFTEK-BE
NSE,3795457,ALCHEM-BL
NSE,4660737,ARSSINFRA-BE
NSE,3127297,ASAL-BL
NSE,51969,ASHAPURMIN
NSE,6247169,ASHIANA
NSE,3131393,BAGFILMS-BL
NSE,3084289,ASIANELEC-BL
NSE,3131905,BAJAJHLDNG-BL
NSE,83457,BALAJIDIST
NSE,3712257,BALAMINES
NSE,2607361,BALKRISHNA-BE
NSE,2607105,BALKRISHNA-BL
NSE,2588673,BALKRISIND-BE
NSE,3938049,BALLARPUR-BL
NSE,3133441,BALMLAWRIE-BL
NSE,3440897,BALPHARMA
NSE,88833,BANARBEADS
NSE,3554049,BANCOINDIA-BL
NSE,3917569,BANG
NSE,3134209,BANKBARODA-BL
NSE,1195009,BANKBARODA
NSE,5444353,BANSAL-SM
NSE,3368193,BARTRONICS-BE
NSE,3122177,ALLSEC-BL
NSE,20993,ALOKTEXT
NSE,1039361,ALPSINDUS
NSE,4405249,ARROWTEX-BL
NSE,4562945,ARSHIYA-BL
NSE,4660481,ARSSINFRA-BL
NSE,1121793,ASIANELEC-BZ
NSE,4717057,ASIANHOTNR-BL
NSE,4716033,ASIANHOTNR
NSE,1205249,ASIANPAINT-BE
NSE,4539137,ASTEC-BL
NSE,3129089,ATFL-BL
NSE,3477761,ATLANTA
NSE,3084801,ATLASCYCLE-BL
NSE,1169409,ATLASCYCLE
NSE,67329,ATUL
NSE,7686657,ATULAUTO-BL
NSE,1957633,ATVPETRO-BE
NSE,3087617,AUSOMENT-BL
NSE,72705,AUTOLEC
NSE,3308289,AUTORIDFIN-BL
NSE,5480961,AVADHSUGAR-BE
NSE,2031617,AVANTIFEED
NSE,3586049,AVTNPL
NSE,3085057,AXISCADES-BL
NSE,7433985,BAFNAPHARM
NSE,5000961,BAJAJCORP-BE
NSE,5000705,BAJAJCORP-BL
NSE,4269569,BAJAJFINSV-BL
NSE,1564161,BAJAJHIND-BE
NSE,3602689,ALBK-BE
NSE,1534209,BEML-BE
NSE,3142401,BPCL-BL
NSE,98049,BEL
NSE,3137025,BEPL-BL
NSE,135681,BPL
NSE,3345921,BRFL-BL
NSE,2270977,BELCONTROL-BE
NSE,5405697,BFINVEST-BL
NSE,3887105,BRIGADE
NSE,1428225,BRITANNIA-BE
NSE,140033,BRITANNIA
NSE,5013761,BSE
NSE,3143425,BSELINFRA-BL
NSE,3143681,BSL-BL
NSE,6094081,BSLGOLDETF-BL
NSE,5193217,BSLIMITED-BE
NSE,3889665,BURNPUR
NSE,1350401,BURRWELCOM-BE
NSE,2027265,BYKE
NSE,1592321,CAMLINFINE-BE
NSE,149249,CANFINHOME
NSE,4979457,CAPTRUST-BE
NSE,4978433,CAPTRUST
NSE,3144961,CARBORUNIV-BL
NSE,4324097,AUSTRAL-BE
NSE,3523585,BBL-BL
NSE,4591617,BEARDSELL-BL
NSE,4963329,BECREL-BE
NSE,4963073,BECREL-BL
NSE,3430401,BHAGERIA
NSE,5318657,BHAGYANGR
NSE,4996353,BHARATFIN-BE
NSE,4995329,BHARATFIN
NSE,1720577,BHARATFORG-BE
NSE,3138049,BHARATGEAR-BL
NSE,3138305,BHARTIARTL-BL
NSE,3139073,BHUSANSTL-BL
NSE,114433,BHUSANSTL
NSE,3488001,BINANIIND
NSE,1362689,BINDALAGRO-BE
NSE,3309569,BIOFILCHEM-BL
NSE,2083585,BLBLIMITED-BE
NSE,2081793,BLBLIMITED
NSE,4932865,BLISSGVS-BE
NSE,4932609,BLISSGVS-BL
NSE,4423425,BLS
NSE,3309825,BLUEBLENDS-BL
NSE,1437953,BLUEDART-N3
NSE,2127617,BLUESTARCO
NSE,131329,BOMDYEING
NSE,3224321,BOSCHLTD-BL
NSE,1225729,BPCL-BE
NSE,3888129,BRIGADE-BE
NSE,68097,ATVPETRO
NSE,157697,CENTAKCHEM
NSE,1258753,CGPOWER-BE
NSE,1541121,CUMMINSIND-BE
NSE,158465,CENTENKA
NSE,3147265,CHAMBLFERT-BL
NSE,175361,CHOLAFIN
NSE,4348417,COUNCODOS
NSE,3268353,CURATECH-BL
NSE,1549057,CYBERTECH
NSE,3537921,DAAWAT-BE
NSE,3537409,DAAWAT-BL
NSE,3153921,DABUR-BL
NSE,2273281,DALALSTCOM-BE
NSE,5445633,DALMIABHA-BL
NSE,4577537,DBCORP
NSE,4631041,DBL-BE
NSE,4630017,DBL
NSE,4640513,DBREALTY-BL
NSE,4639745,DBREALTY
NSE,3514113,DCBBANK-BL
NSE,4536065,DIGJAMLTD-BL
NSE,7411713,DUCON
NSE,5331201,HUDCO
NSE,321793,CASTROLIND-BE
NSE,3838721,CCCL-BL
NSE,3784961,CELESTIAL-BL
NSE,3836417,CENTUM-BL
NSE,3147009,CESC-BL
NSE,176129,CHOWGULSTM
NSE,1316353,CIGNITITEC
NSE,6447873,CIMMCO-BL
NSE,6954241,CINELINE-BL
NSE,2055169,CINEVISTA-BE
NSE,1250817,CIPLA-BE
NSE,3149057,CLASSIC-BL
NSE,5179393,CLEDUCATE-BL
NSE,5177089,CLEDUCATE
NSE,3597569,CLUTCHAUTO
NSE,5418497,CMAHENDRA-BL
NSE,1320705,CONCOR-BE
NSE,1215745,CONCOR
NSE,3003393,CONSOFINVT-BE
NSE,2244865,CONTNLCONS-BE
NSE,4475137,CONTROLPR-BE
NSE,3151617,CORPBANK-BL
NSE,1702657,COSMOFILMS-BE
NSE,4349441,COUNCODOS-BL
NSE,1059329,CRESTANI-BZ
NSE,1890817,CUB-BE
NSE,2529537,CUBEXTUB-BE
NSE,1040385,CUBEXTUB
NSE,486657,CUMMINSIND
NSE,4742145,CUPID-BE
NSE,2907905,DHANBANK
NSE,4734209,DHFL-NO
NSE,3159297,EICHERMOT-BL
NSE,1815297,ECLFINANCE-NA
NSE,1816321,ECLFINANCE-NB
NSE,5106945,DIAPOWER
NSE,3352321,EKC-BL
NSE,3017217,ELDERPHARM-BZ
NSE,3493633,ELECON-BE
NSE,1275649,ELECTCAST-BE
NSE,3160577,ELECTCAST-BL
NSE,3814657,ELECTHERM-BL
NSE,4495873,ELNET-BE
NSE,4496641,ELNET
NSE,2167809,ELPROINTL-BE
NSE,4935681,EMAMIINFRA-BL
NSE,5416449,ERIS-BE
NSE,245249,ESCORTS
NSE,3793409,EVERONN
NSE,3090689,EXCELINDUS-BL
NSE,2936577,EXCELINDUS
NSE,1394433,FACT-BE
NSE,2043649,DEEPAKNITR-BE
NSE,4670465,DEEPIND
NSE,3092481,DELTAMAGNT-BL
NSE,310785,DELTAMAGNT
NSE,5246465,DEVIT-SM
NSE,2908161,DHANBANK-BE
NSE,6248705,DHANUKA
NSE,4732161,DHFL-NK
NSE,3772417,DLF-BE
NSE,4570625,DLINKINDIA-BL
NSE,4295937,DOLATINVES-BE
NSE,4295681,DOLATINVES-BL
NSE,5263361,DOLLAR
NSE,3502337,DOLPHINOFF-BL
NSE,3894785,DPL
NSE,6119937,DRDATSONS-BE
NSE,6118913,DRDATSONS
NSE,3158017,DRREDDY-BL
NSE,225537,DRREDDY
NSE,2245633,DSKULKARNI-BE
NSE,6577665,DSSL-BE
NSE,1597185,DTIL-BE
NSE,7412737,DUCON-BE
NSE,5457409,DYNPRO-BE
NSE,2979585,EBANK-BL
NSE,35841,ECLFINANCE-N4
NSE,1029633,ECLFINANCE-N5
NSE,3371777,EDUCOMP-BL
NSE,4571649,EHFLNCD-N2
NSE,5183745,EIFFL-SM
NSE,3943169,EIHAHOTELS-BE
NSE,3159809,EIHOTEL-BL
NSE,2026241,EIMCOELECO-BE
NSE,3378177,ENIL-BL
NSE,4315137,EQUITAS-BE
NSE,5380353,FMNL
NSE,7872513,FLFL
NSE,1812737,FMGOETZE-BE
NSE,5140481,EROSMEDIA
NSE,3662849,FSL-BE
NSE,3168769,GAEL-BL
NSE,2259969,GAEL
NSE,3940609,GAMMNINFRA-BE
NSE,3169281,GAMMONIND-BL
NSE,279297,GANESHANHY
NSE,6406913,GAYAPROJ-BE
NSE,283905,GECALSTHOM
NSE,3047681,GENUSPOWER
NSE,3125249,GEPIL-BL
NSE,3240193,GLODYNE-BL
NSE,3079681,GLODYNE
NSE,3091713,GMBREW-BL
NSE,299009,GMBREW
NSE,2071553,GODFRYPHLP-BE
NSE,4665857,MANINFRA
NSE,2254081,EMTEXIND-BE
NSE,3853569,ENERGYDEV-BE
NSE,3852545,ENERGYDEV
NSE,3161601,ENGINERSIN-BL
NSE,2683905,ENTEGRA-BE
NSE,6948097,EON-BL
NSE,4396545,EQ30
NSE,244481,ESABINDIA
NSE,3162113,ESCORTS-BL
NSE,6563073,ESSARSHPNG-BL
NSE,3560193,ESSDEE-BL
NSE,1479937,ESSELPACK-BE
NSE,2210305,ESTERIND-BE
NSE,3684353,EUROCERA-BE
NSE,3683329,EUROCERA
NSE,4471041,EUROMULTI-BL
NSE,4470273,EUROMULTI
NSE,3016449,EVEREADY-BE
NSE,3163649,EVEREADY-BL
NSE,2259201,FAIRCHEM
NSE,7690753,FCONSUMER-BL
NSE,7689729,FCONSUMER
NSE,3510529,FIEMIND-BE
NSE,3509761,FIEMIND
NSE,6280961,FILATEX-BL
NSE,4302081,FIRSTWIN-BE
NSE,6531841,FLEXITUFF-BL
NSE,6531073,FLEXITUFF
NSE,7873537,FLFL-BE
NSE,2042113,FORBESGOK-BE
NSE,3735553,FORTIS
NSE,2501633,FORTISFIN-BE
NSE,2039297,FOSECOIND-BE
NSE,1689601,GENUSPAPER
NSE,2172929,GOODYEAR-BE
NSE,3432705,GPIL
NSE,3594753,GEMINI-BE
NSE,3178241,GOLDENTOBC-BL
NSE,2884865,GENESYS-BE
NSE,3170049,GENUSPOWER-BL
NSE,5257729,GRAVITA-BE
NSE,1754881,GREENLAM-BE
NSE,5149185,GREENPOWER-BE
NSE,3379201,GSPL-BE
NSE,4648449,HATHWAY-BE
NSE,996353,HATSUN
NSE,2514689,HAVELLS-BE
NSE,3604737,HEXAWARE-BE
NSE,3183873,HEXAWARE-BL
NSE,4894209,HIGHGROUND
NSE,2475009,HIKAL
NSE,3184641,HIMATSEIDE-BL
NSE,1228033,HINDALCO-BE
NSE,3092993,HINDCOMPOS-BL
NSE,3504897,GATI-BL
NSE,3497473,GEECEE-BE
NSE,3496449,GEECEE
NSE,1691649,GENUSPAPER-BE
NSE,3526657,GESHIP
NSE,4297473,GET&D-BE
NSE,4816641,GICL-SM
NSE,1562113,GILLETTE-BE
NSE,3172353,GINNIFILA-BL
NSE,4350977,GISOLUTION
NSE,4444417,GKWLIMITED-BL
NSE,1357313,GLAXO-BE
NSE,1896193,GLENMARK-BE
NSE,2518017,GLOBABOARD-BE
NSE,4460545,GLOBUSSPR
NSE,3080449,GLODYNE-BE
NSE,3173633,GMDCLTD-BL
NSE,3463681,GMRINFRA-BL
NSE,2051841,GMRVASAVI-BE
NSE,299777,GMRVASAVI
NSE,1015809,GOCLCORP-BE
NSE,2796801,GODREJIND
NSE,3015169,GOKEX
NSE,3707649,GOKULAGRO-BL
NSE,3693569,GOLDBEES
NSE,3065345,GOLDIAM-BE
NSE,3175681,GOLDIAM-BL
NSE,3064577,GOLDIAM
NSE,3720961,GOLDSHARE
NSE,5052161,GPPL-BE
NSE,5051905,GPPL-BL
NSE,3039233,GRANULES
NSE,7641601,GSCLCEMENT
NSE,3378433,GSPL
NSE,874753,HONAUT
NSE,803329,HONDAPOWER
NSE,3670529,HSCL-BE
NSE,3669505,HSCL
NSE,3187713,HTMEDIA-BL
NSE,3636481,HUBTOWN-BL
NSE,4764161,IBULHSGFIN-N1
NSE,4764673,IBULHSGFIN-N2
NSE,4765697,IBULHSGFIN-N4
NSE,4770817,IBULHSGFIN-NE
NSE,3929857,GSS-BE
NSE,3178497,GTL-BL
NSE,322561,GTNIND
NSE,2971905,GUFICBIO-BE
NSE,3758081,GUJAPOLLO-BL
NSE,2714369,GUJGASLTD-BE
NSE,3511041,HANUNG
NSE,4366081,HARITASEAT-BL
NSE,336129,HARRMALAYA
NSE,3181057,HAVELLS-BL
NSE,2247937,HAWKINCOOK-BE
NSE,3575297,HBLPOWER
NSE,1279489,HBSTOCK
NSE,339713,HCL-INSYS
NSE,3181825,HCLTECH-BL
NSE,340481,HDFC
NSE,2967809,HDFCSENETF
NSE,2993921,HELIOSMATH
NSE,2417409,HERITGFOOD-BE
NSE,1335297,HEROMOTOCO-BE
NSE,4593153,HINDCOPPER-BL
NSE,359169,HINDOILEXP
NSE,3186177,HINDPETRO-BL
NSE,1990401,HINDSYNTEX-BE
NSE,3724801,HINDUJAVEN-BE
NSE,3724033,HINDUJAVEN
NSE,356865,HINDUNILVR
NSE,3383297,HITECH-SM
NSE,1134849,HITECHGEAR
NSE,367617,HMT
NSE,4680705,HNGSNGBEES
NSE,369921,HOGANAS
NSE,1261313,KRISNAFILA-BE
NSE,540673,MARALOVER
NSE,4777473,MARATHON-BL
NSE,3040257,MERCATOR
NSE,593665,NCC
NSE,4848897,RAINBOWPAP-BE
NSE,3283969,TFCILTD-BL
NSE,3666689,TFL-BE
NSE,3665665,TFL
NSE,3740417,TGBHOTELS-BE
NSE,5410561,TEJASNET-BE
NSE,5409537,TEJASNET
NSE,4663553,TEXMOPIPES-BL
NSE,4638977,THANGAMAYL-BL
NSE,2871553,TIMESGTY-BE
NSE,1340161,TNPETRO-BE
NSE,3112961,TNTELE-BL
NSE,2272257,TOLANIBULK-BE
NSE,903937,TRANSPEK
NSE,3546625,TRICOM
NSE,2508545,TATAYODOGA-BE
NSE,3358721,TVSELECT-BE
NSE,1505025,UNIVCABLES-BE
NSE,3293185,UTTAMSTL-BL
NSE,4478209,UVSL-BE
NSE,3781121,V2RETAIL-BE
NSE,2867969,SUBEX
NSE,4812033,TALWALKARS
NSE,3577857,TANLA
NSE,3916033,TANTIACONS-BE
NSE,880897,TATAUNISYS
NSE,420097,TCFSL-N7
NSE,3282689,TCI-BL
NSE,3265025,TEAMLEASE-BL
NSE,5245185,TECHNO-BE
NSE,5244161,TECHNO
NSE,3288065,TRIGYN-BL
NSE,3665153,TTL-BL
NSE,3647745,TVSSRICHAK-BE
NSE,4263681,UBHOLDINGS-BE
NSE,2317569,UFO-BE
NSE,5012993,UGARSUGAR-BE
NSE,4370433,UJJIVAN-BL
NSE,2752769,UNIONBANK
NSE,4607745,UNITEDTEA
NSE,4549889,GROBTEA-BL
NSE,610561,NAVNETEDUL
NSE,1113089,RAVALSUGAR
NSE,4911873,SFL-BL
NSE,5035009,STEELCITY-SM
NSE,6913,SCAPDVR-BE
NSE,91393,RNAM
NSE,4717825,SGBAUG24-GB
NSE,5463553,STEELXIND-BL
NSE,262921,NIFTY PSU BANK
NSE,259849,NIFTY IT
NSE,260105,NIFTY BANK
NSE,261129,NIFTY REALTY
NSE,3156481,DHAMPURSUG-BL
NSE,92417,RNAM-BE
NSE,731905,RAYMOND
NSE,7453953,CARERATING-BE
NSE,3460353,EMAMILTD
NSE,3420161,GANGOTRI-BE
NSE,3472385,GRINDWELL-BE
NSE,7503873,HUDCO-N5
NSE,2313217,INFARINDIA-BE
NSE,3135233,BASF-BL
NSE,4462849,L&TFINANCE-N4
NSE,3474433,MANUGRAPH
NSE,3757057,NAVINFLUOR-BE
NSE,3105281,PATSPINLTD-BL
NSE,3444481,RATNAMANI-BL
NSE,2938881,KRIDHANINF
NSE,1991425,SSLFINANCE-BE
NSE,3406849,CENTURYPLY-BE
NSE,1828609,JKSYNTHETC-BE
NSE,2087681,KERALACHEM-BE
NSE,474369,KERALACHEM
NSE,2884609,RADAAN-BE
NSE,184065,SHALBY-BL
NSE,4812801,TALWALKARS-BL
NSE,3657473,AICHAMP-BE
NSE,1376769,ASAHIINDIA
NSE,5106433,DEEPAKNTR-BE
NSE,4965889,EMPEESUG-BE
NSE,2274817,EUROTEXIND-BE
NSE,5485313,FORTUNEFIN
NSE,1625345,GANESHBENZ-BE
NSE,2652673,GICBAL-BE
NSE,4528385,GPTINFRA-BE
NSE,2859265,COFFEEDAY-BE
NSE,3163393,EUROTEXIND-BL
NSE,2297857,FEDDERELEC-BE
NSE,3736577,FORTIS-BE
NSE,5486337,FORTUNEFIN-BE
NSE,5486081,FORTUNEFIN-BL
NSE,4421121,ASPINWALL
NSE,3138561,BHARATIDIL-BL
NSE,4367361,PALREDTEC-BL
NSE,179201,CITURGIBIO
NSE,4997633,FARMAXIND-BL
NSE,7997953,HUDCO-N3
NSE,5285121,JINDWORLD-BL
NSE,6401,ADANIENT
NSE,4977153,AHLEAST-BE
NSE,4281089,ALMONDZ-BE
NSE,3900673,AMBIKCO-BL
NSE,6600449,APLAPOLLO-BL
NSE,4803073,AURDIS-SM
NSE,5256193,AXISGOLD
NSE,7435009,BAFNAPHARM-BE
NSE,2873857,BAGFILMS
NSE,3368705,BARTRONICS
NSE,697601,BUTTERFLY-BL
NSE,2032641,CADILAHC-BE
NSE,152321,CARBORUNIV
NSE,3044097,CASTEXTECH-BE
NSE,1319681,CORPBANK-BE
NSE,3089921,DUNCANSIND-BL
NSE,232961,EICHERMOT
NSE,4934913,EMAMIINFRA
NSE,3670785,GANESHHOUC
NSE,3046145,GEOJITFSL-BE
NSE,4566785,GILLANDERS
NSE,3693825,GOLDBEES-BL
NSE,609025,NATNLSTEEL
NSE,2305793,NOVARTIND
NSE,3615745,NUCLEUS-BE
NSE,4811777,ARTNIRMAN-SM
NSE,1491457,GSKCONS-BE
NSE,3180801,HARRMALAYA-BL
NSE,4767745,IBULHSGFIN-N8
NSE,2310145,MURUDCERA-BE
NSE,6989057,RTNINFRA-BE
NSE,5005313,SGJHL-BZ
NSE,1657089,SRTRANSFIN-BE
NSE,3281153,TATAMOTORS-BL
NSE,3766017,TIMETECHNO-BE
NSE,2910465,TTKHLTCARE
NSE,4278529,UBL
NSE,1531393,ROLTA-BE
NSE,3482369,SELAN-BL
NSE,4898817,SHRIASTER
NSE,5399297,STARCEMENT
NSE,3276033,SUPRAJIT-BL
NSE,3285505,TIRUMALCHM-BL
NSE,7437825,ZUARI-BE
NSE,4840961,GUJNREDVR
NSE,2018049,METALFORGE-BE
NSE,3108097,RSSOFTWARE-BL
NSE,3743233,SGFL
NSE,2076673,SOFTTECHGR
NSE,257289,NIFTY COMMODITIES
NSE,3283713,TEXINFRA-BL
NSE,1107457,SRTRANSFIN-Y9
NSE,836353,SREINFRA
NSE,4847105,SUNDARAM-BL
NSE,7440641,TARAJEWELS-BL
NSE,262409,NIFTY PHARMA
NSE,13057,RELIABLE-SM
NSE,3656449,AICHAMP
NSE,6577409,DSSL-BL
NSE,5141249,EROSMEDIA-BL
NSE,5148929,GREENPOWER-BL
NSE,413441,INTLTRAVHS
NSE,3238145,ORIENTBANK-BL
NSE,5441793,UBHOLDINGS-BZ
NSE,941057,VESUVIUS
NSE,3882241,HITECHCORP-BE
NSE,171521,CHETNADCEM
NSE,182273,RAJOIL-BZ
NSE,5495041,SPTL-BL
NSE,20737,BETA-SM
NSE,24577,CMMIPL-SM
NSE,3306753,ARENTERP-BL
NSE,5492481,KEERTI-SM
NSE,5492225,SOFTTECHGR-BZ
NSE,5490433,TOTAL-SM
NSE,3787777,MEGASOFT-BL
NSE,3224065,MELSTAR-BL
NSE,182785,SHALBY
NSE,184321,SHALBY-BE
NSE,191233,FSC-BL
NSE,5497089,OPTIEMUS-BE
NSE,5496833,OPTIEMUS-BL
NSE,5496065,OPTIEMUS
